Data Zone,Local Authority Code,Local Authority Name,Intermediate Geography name,Nearest settlement*,Total Population (SAPE 2010),"Best-fit Working Age Population** (men 16-64, women 16-60 SAPE 2010)",Overall SIMD 2012 Score,Overall SIMD 2012 Rank,Income domain 2012 rate (%),Number of Income Deprived People 2012,Income domain 2012 rank,Employment domain 2012 rate (%),Number of Employment Deprived People 2012 ,Employment domain 2012 rank,Health domain 2012 score,Health domain 2012 rank,"Education, Skills and Training domain 2012 score","Education, Skills and Training domain 2012 rank","Housing domain score 2004, 2006, 2009 & 2012","Housing domain rank 2004, 2006, 2009 & 2012",Geographic Access domain 2012 score,Geographic Access domain 2012 rank,SIMD Crime 2012 score,SIMD Crime 2012 rank
S01006167,390,Stirling,Stirling - Dunblane East,Dunblane,1770,1042,5.84,5710,2,40,6216,2,20,6357,-1.04,5748,-1.34,6084,8.43,5255,50.73,618,47,6145
S01006168,390,Stirling,Stirling - Callander,Callander,1051,629,11.87,4286,9,100,3781,9,55,3699,-0.46,4481,-0.17,3630,8,5332,14,3601,206,4059
S01006169,390,Stirling,Stirling - Teith Valley,Doune,731,440,8.6,5045,6,40,4959,5,20,5347,-0.75,5217,-0.82,5323,12.76,4128,36.68,1187,254,3555
S01006170,390,Stirling,Stirling - Callander,Callander,900,513,7.78,5231,6,50,4939,8,40,4294,-0.75,5216,-0.59,4770,6.22,5668,11.57,4023,252,3580
S01006171,390,Stirling,Stirling - Callander,Callander,857,484,12.36,4171,12,105,3032,9,45,3849,-0.43,4398,-0.24,3839,15.11,3449,5.59,5242,217,3932
S01006172,390,Stirling,Stirling - Callander,Callander,486,283,12.12,4226,6,30,4681,8,20,4225,-0.61,4876,-0.2,3703,17.4,2854,44.32,815,,5920
S01006173,390,Stirling,Stirling - Highland,Callander,630,385,12.35,4172,5,30,5316,4,15,5843,-1.03,5731,-0.67,4984,9.22,5075,76.87,137,689,1071
S01006174,390,Stirling,Stirling - Highland,Killin,663,454,18.43,2997,9,60,3922,9,40,3952,-1.06,5782,-0.15,3576,13.81,3828,95.1,14,313,3049
S01006175,390,Stirling,Stirling - Highland,Killin,833,505,15.28,3552,8,70,4077,9,45,3983,-0.71,5098,-0.44,4394,9.62,4981,75.46,151,87,5607
S01006176,390,Stirling,Stirling - Highland,Killin,572,363,16.19,3370,9,50,4015,9,30,3970,-0.54,4690,-0.52,4584,14.15,3708,81.9,94,,5801
S01006177,395,West Dunbartonshire,West Dunbartonshire - IZ One,Glasgow,603,403,60.06,236,34,210,246,36,145,116,1.03,770,0.95,991,28.03,1264,8.59,4600,2217,56
S01006178,395,West Dunbartonshire,West Dunbartonshire - IZ One,Glasgow,785,485,23.87,2215,17,135,2049,13,65,2656,0.72,1348,0.1,2969,26.91,1372,15.39,3349,534,1671
S01006179,395,West Dunbartonshire,West Dunbartonshire - IZ One,Glasgow,808,524,19.67,2801,14,115,2689,16,80,2129,0.03,3129,0.2,2714,23.74,1715,12.68,3820,139,4908
S01006180,395,West Dunbartonshire,West Dunbartonshire - IZ One,Glasgow,810,518,33.57,1314,27,220,740,21,110,1346,0.34,2299,0.41,2196,23.9,1694,13.41,3698,659,1176
S01006181,395,West Dunbartonshire,West Dunbartonshire - IZ One,Glasgow,820,537,56.12,325,32,260,376,32,175,265,0.75,1293,1.47,285,30.52,1070,29.42,1643,739,916
S01006182,395,West Dunbartonshire,West Dunbartonshire - IZ Two,Glasgow,597,449,38.87,979,25,150,910,26,115,703,0.64,1545,0.5,2009,35.54,767,16.29,3199,845,710
S01006183,395,West Dunbartonshire,West Dunbartonshire - IZ One,Glasgow,753,450,56.84,300,36,270,211,28,130,489,0.94,939,1.38,363,29.55,1156,32.51,1441,927,568
S01006184,395,West Dunbartonshire,West Dunbartonshire - IZ Three,Glasgow,753,461,25.66,2014,19,145,1674,16,75,2132,0.33,2325,0.35,2321,17.74,2773,27.84,1783,243,3664
S01006185,395,West Dunbartonshire,West Dunbartonshire - IZ Three,Glasgow,915,518,27.11,1859,20,180,1593,17,85,1977,0.54,1775,0.57,1842,18.67,2562,19.23,2774,236,3746
S01006186,395,West Dunbartonshire,West Dunbartonshire - IZ Two,Glasgow,1055,633,36.83,1118,24,250,1080,21,135,1266,0.93,947,0.32,2408,29.35,1171,15.53,3329,1913,83
S01006187,395,West Dunbartonshire,West Dunbartonshire - IZ Three,Glasgow,842,528,60.8,212,36,300,215,31,160,353,1.38,351,1.28,481,26.6,1407,24.52,2132,1544,153
S01006188,395,West Dunbartonshire,West Dunbartonshire - IZ Two,Glasgow,748,494,23.89,2214,18,135,1926,16,80,2092,-0.16,3639,0.62,1682,24.19,1667,16.13,3229,357,2683
S01006189,395,West Dunbartonshire,West Dunbartonshire - IZ Three,Glasgow,705,459,56.81,303,36,255,193,29,130,441,1.17,563,0.99,909,27.82,1288,23.36,2272,1454,179
S01006190,395,West Dunbartonshire,West Dunbartonshire - IZ Three,Glasgow,850,505,19.57,2823,18,150,1972,13,70,2690,0.11,2911,-0.16,3589,12.68,4152,6.78,5010,468,1965
S01006191,395,West Dunbartonshire,West Dunbartonshire - IZ Two,Glasgow,589,387,39.99,923,30,175,549,24,95,874,0.6,1636,0.94,1006,24.7,1619,7.59,4828,401,2375
S01006192,395,West Dunbartonshire,West Dunbartonshire - IZ Two,Glasgow,679,436,58.2,269,40,275,90,30,130,403,0.8,1188,1.2,579,21.27,2062,8.86,4553,1777,103
S01006193,395,West Dunbartonshire,West Dunbartonshire - IZ Two,Glasgow,797,409,54.6,366,31,250,424,37,150,112,1.44,301,0.15,2817,36.13,742,2.28,6001,892,625
S01006194,395,West Dunbartonshire,West Dunbartonshire - IZ Three,Glasgow,914,573,43.69,734,26,240,825,27,155,595,1.04,759,0.85,1209,25.38,1546,12.81,3798,940,549
S01006195,395,West Dunbartonshire,West Dunbartonshire - IZ Four,Glasgow,840,458,49.02,535,33,275,333,30,140,375,0.92,957,0.73,1452,19.9,2316,11.38,4055,697,1036
S01006196,395,West Dunbartonshire,West Dunbartonshire - IZ Four,Glasgow,850,528,24.37,2163,16,135,2263,15,80,2257,0.54,1763,0.42,2177,23.36,1757,18.75,2829,435,2157
S01006197,395,West Dunbartonshire,West Dunbartonshire - IZ Three,Glasgow,803,487,43.31,756,28,230,631,27,130,579,0.91,982,0.81,1274,18.58,2577,17.29,3051,460,2019
S01006198,395,West Dunbartonshire,West Dunbartonshire - IZ Five,Glasgow,698,495,53.71,393,30,210,482,33,160,254,0.88,1024,1.43,315,37.43,690,0.68,6370,1057,410
S01006199,395,West Dunbartonshire,West Dunbartonshire - IZ Four,Glasgow,678,391,34.79,1241,25,170,931,20,80,1369,0.61,1629,0.7,1522,29.44,1164,10.94,4141,849,705
S01006200,395,West Dunbartonshire,West Dunbartonshire - IZ Five,Glasgow,858,473,22.98,2311,17,150,2015,14,65,2574,0.64,1544,0.2,2713,18.1,2696,12.22,3907,380,2511
S01006201,395,West Dunbartonshire,West Dunbartonshire - IZ Five,Glasgow,931,560,33.73,1306,25,235,950,22,120,1198,0.8,1182,0.48,2054,14.56,3592,10.83,4168,407,2340
S01006202,395,West Dunbartonshire,West Dunbartonshire - IZ Five,Glasgow,736,526,56.69,308,35,260,228,35,185,157,0.95,921,0.77,1354,32.33,954,4.67,5441,1381,210
S01006203,395,West Dunbartonshire,West Dunbartonshire - IZ Four,Glasgow,594,366,20.16,2718,16,95,2185,13,50,2660,0.12,2882,-0.06,3347,17.67,2792,23.82,2218,173,4477
S01006204,395,West Dunbartonshire,West Dunbartonshire - IZ Four,Glasgow,899,512,24.39,2159,17,155,2059,17,90,1882,0.01,3183,0.37,2278,13.91,3795,27.58,1821,355,2701
S01006205,395,West Dunbartonshire,West Dunbartonshire - IZ Six,Glasgow,630,360,18.55,2987,16,100,2318,12,40,2981,-0.09,3456,-0.3,4003,9.68,4969,10.88,4149,882,638
S01006206,395,West Dunbartonshire,West Dunbartonshire - IZ Seven,Glasgow,774,508,21.36,2544,17,135,2003,14,70,2566,0.26,2484,0.01,3159,19.62,2375,17.92,2956,265,3448
S01006207,395,West Dunbartonshire,West Dunbartonshire - IZ Five,Glasgow,782,441,35.13,1212,26,205,814,22,95,1205,0.93,945,0.33,2386,20.59,2176,15.7,3303,288,3260
S01006208,395,West Dunbartonshire,West Dunbartonshire - IZ Four,Glasgow,661,394,30.18,1587,22,150,1258,16,60,2150,0.82,1137,0.28,2518,22.16,1920,31.63,1505,373,2560
S01006209,395,West Dunbartonshire,West Dunbartonshire - IZ Seven,Glasgow,720,480,10.63,4584,8,60,4063,8,35,4345,-0.61,4870,-0.35,4147,13.91,3794,20.13,2660,256,3536
S01006210,395,West Dunbartonshire,West Dunbartonshire - IZ Six,Glasgow,746,443,15.42,3515,10,75,3570,13,60,2788,-0.18,3697,-0.37,4178,22.58,1849,19.27,2768,289,3255
S01006211,395,West Dunbartonshire,West Dunbartonshire - IZ Five,Glasgow,568,357,38.34,1005,27,150,786,24,85,904,0.06,3040,0.81,1276,24.41,1650,29.92,1612,740,914
S01006212,395,West Dunbartonshire,West Dunbartonshire - IZ Seven,Glasgow,864,612,6.57,5539,4,30,5688,6,35,4816,-0.87,5447,-0.86,5416,7.71,5384,27.02,1874,,6141
S01006213,395,West Dunbartonshire,West Dunbartonshire - IZ Five,Glasgow,997,622,25.37,2043,16,160,2200,18,115,1741,0.42,2067,0,3171,18.63,2565,27.82,1786,480,1913
S01006214,395,West Dunbartonshire,West Dunbartonshire - IZ Six,Glasgow,790,487,20.21,2714,14,115,2591,13,65,2716,-0.13,3581,0.11,2920,21.02,2108,33.98,1351,298,3164
S01006215,395,West Dunbartonshire,West Dunbartonshire - IZ Six,Glasgow,767,456,20.49,2672,14,110,2616,17,80,1859,-0.02,3276,0.18,2757,22.37,1886,9.73,4376,240,3693
S01006216,395,West Dunbartonshire,West Dunbartonshire - IZ Seven,Glasgow,688,468,18.39,3006,13,85,2963,13,60,2799,-0.33,4139,-0.1,3435,13.29,3976,32.47,1443,487,1874
S01006217,395,West Dunbartonshire,West Dunbartonshire - IZ Eight,Glasgow,932,588,32.95,1361,24,230,1023,19,110,1676,0.41,2102,0.64,1638,19.41,2408,33.55,1378,536,1662
S01006218,395,West Dunbartonshire,West Dunbartonshire - IZ Six,Glasgow,611,404,10.29,4671,10,60,3616,7,30,4551,-1.25,6062,-0.66,4967,13.11,4035,13.58,3668,636,1242
S01006219,395,West Dunbartonshire,West Dunbartonshire - IZ Seven,Glasgow,877,526,20.14,2721,16,145,2165,13,65,2819,0.35,2259,0.05,3059,25.49,1532,10.92,4144,246,3639
S01006220,395,West Dunbartonshire,West Dunbartonshire - IZ Seven,Glasgow,936,628,9.67,4807,7,65,4465,6,35,4814,-0.69,5058,-0.62,4840,15.03,3466,32.41,1449,143,4855
S01006221,395,West Dunbartonshire,West Dunbartonshire - IZ Ten,Glasgow,770,407,39.03,971,25,190,957,25,105,784,0.7,1414,0.45,2111,27.63,1306,37.51,1139,558,1575
S01006222,395,West Dunbartonshire,West Dunbartonshire - IZ Ten,Glasgow,942,592,30.06,1593,19,185,1648,16,95,2014,0.65,1528,0.54,1905,26.16,1456,33.26,1392,664,1151
S01006223,395,West Dunbartonshire,West Dunbartonshire - IZ Ten,Glasgow,687,413,10.8,4536,8,55,4117,7,30,4423,-0.95,5601,-0.54,4631,9.88,4913,36.48,1198,163,4617
S01006224,395,West Dunbartonshire,West Dunbartonshire - IZ Seven,Glasgow,594,386,10.71,4565,6,35,4807,7,25,4532,-0.41,4336,-0.06,3328,26.87,1378,19.53,2733,241,3686
S01006225,395,West Dunbartonshire,West Dunbartonshire - IZ Eight,Glasgow,925,552,45.4,669,28,260,663,25,135,783,0.71,1375,1.2,572,23.43,1748,37.22,1157,684,1082
S01006226,395,West Dunbartonshire,West Dunbartonshire - IZ Ten,Glasgow,695,464,11.16,4460,7,50,4518,6,25,4796,-0.89,5493,-0.44,4386,13.68,3871,43.31,851,309,3076
S01006227,395,West Dunbartonshire,West Dunbartonshire - IZ Eight,Glasgow,857,518,18.84,2931,14,115,2785,13,65,2852,-0.15,3618,-0.07,3368,19.16,2458,28.69,1711,427,2210
S01006228,395,West Dunbartonshire,West Dunbartonshire - IZ Ten,Glasgow,756,481,6.73,5502,3,25,5908,5,25,5352,-1.17,5943,-0.98,5635,4.67,5971,41.29,952,122,5145
S01006229,395,West Dunbartonshire,West Dunbartonshire - IZ Eight,Glasgow,921,632,47.4,598,31,290,402,24,155,826,0.61,1616,1.11,708,21.52,2015,37.34,1150,934,553
S01006230,395,West Dunbartonshire,West Dunbartonshire - IZ Eight,Glasgow,836,534,56.2,322,36,300,206,28,145,543,0.95,925,1.47,287,22.1,1932,32.03,1473,721,971
S01006231,395,West Dunbartonshire,West Dunbartonshire - IZ Eight,Glasgow,832,527,47.45,596,29,240,598,26,140,693,0.98,850,1.06,788,41.68,557,30.82,1551,801,791
S01006232,395,West Dunbartonshire,West Dunbartonshire - IZ Nine,Dumbarton,1040,687,5.55,5795,4,40,5524,4,25,5946,-1.54,6310,-0.65,4943,14.34,3654,27.88,1779,59,5988
S01006233,395,West Dunbartonshire,West Dunbartonshire - IZ Eleven,Glasgow,707,452,16.71,3274,12,85,3046,10,45,3529,-0.01,3249,-0.16,3606,19.97,2301,36.04,1222,87,5601
S01006234,395,West Dunbartonshire,West Dunbartonshire - IZ Nine,Dumbarton,587,368,17.67,3127,12,70,3056,12,45,2976,-0.24,3869,-0.11,3474,29.32,1173,13.37,3701,838,725
S01006235,395,West Dunbartonshire,West Dunbartonshire - IZ Eleven,Dumbarton,715,431,14.93,3631,7,50,4394,11,45,3134,0.28,2442,-0.23,3816,18.97,2501,26,1975,102,5419
S01006236,395,West Dunbartonshire,West Dunbartonshire - IZ Nine,Dumbarton,565,390,15.71,3456,11,60,3450,13,50,2800,-0.3,4033,-0.27,3922,45.55,447,5.64,5233,582,1473
S01006237,395,West Dunbartonshire,West Dunbartonshire - IZ Twelve,Dumbarton,833,496,25.89,1994,19,155,1753,16,80,2064,1.27,459,-0.76,5197,19.98,2297,10.08,4301,160,4650
S01006238,395,West Dunbartonshire,West Dunbartonshire - IZ Nine,Dumbarton,985,616,13.91,3861,9,95,3750,11,70,3313,0.38,2198,-0.77,5214,13.14,4028,11.76,3983,302,3137
S01006239,395,West Dunbartonshire,West Dunbartonshire - IZ Eleven,Dumbarton,502,366,7.62,5267,3,15,5822,6,20,5017,-0.59,4813,-0.7,5068,11.28,4547,34.99,1282,,5962
S01006240,395,West Dunbartonshire,West Dunbartonshire - IZ Twelve,Dumbarton,781,514,66.22,144,36,285,178,37,190,113,1.71,149,1.19,583,27.05,1362,25.7,2007,579,1487
S01006241,395,West Dunbartonshire,West Dunbartonshire - IZ Nine,Dumbarton,922,620,32.07,1428,18,170,1807,16,100,2097,1.48,284,-0.03,3248,44.82,461,0.94,6306,1909,84
S01006242,395,West Dunbartonshire,West Dunbartonshire - IZ Eleven,Dumbarton,694,420,26.07,1973,19,130,1752,17,70,1888,0.72,1354,0.06,3036,27.62,1308,13.37,3703,327,2931
S01006243,395,West Dunbartonshire,West Dunbartonshire - IZ Ten,Glasgow,630,370,8.85,4986,4,25,5559,6,20,5039,-0.73,5144,-0.88,5461,12.82,4114,46.84,727,162,4622
S01006244,395,West Dunbartonshire,West Dunbartonshire - IZ Thirteen,Dumbarton,787,489,22.08,2422,15,120,2467,15,75,2302,0.7,1408,-0.05,3306,26.43,1423,16.06,3241,169,4524
S01006245,395,West Dunbartonshire,West Dunbartonshire - IZ Twelve,Dumbarton,525,339,53.06,412,30,160,473,29,100,440,1.48,286,0.76,1376,22.89,1809,25.95,1979,1487,169
S01006246,395,West Dunbartonshire,West Dunbartonshire - IZ Twelve,Dumbarton,786,436,24.03,2201,17,135,2077,17,75,1912,0.33,2330,0.36,2302,15.44,3364,11.24,4080,493,1849
S01006247,395,West Dunbartonshire,West Dunbartonshire - IZ Eleven,Glasgow,801,544,18.63,2970,11,85,3381,12,65,2979,-0.17,3678,-0.13,3523,18.42,2616,46.59,736,385,2477
S01006248,395,West Dunbartonshire,West Dunbartonshire - IZ Eleven,Dumbarton,873,578,12.61,4113,7,60,4564,9,55,3811,-0.33,4140,-0.42,4344,13.16,4019,41.62,937,94,5525
S01006249,395,West Dunbartonshire,West Dunbartonshire - IZ Nine,Dumbarton,675,478,14.66,3695,10,70,3561,11,50,3261,-0.08,3433,-0.28,3939,34.45,830,5.15,5336,547,1615
S01006250,395,West Dunbartonshire,West Dunbartonshire - IZ Twelve,Dumbarton,714,457,42.95,772,23,160,1225,28,130,519,0.78,1225,0.58,1797,26.87,1377,41.43,948,1256,267
S01006251,395,West Dunbartonshire,West Dunbartonshire - IZ Nine,Dumbarton,586,336,11.38,4394,11,65,3407,7,25,4361,0.29,2430,-1.03,5719,9.03,5122,9.68,4384,140,4889
S01006252,395,West Dunbartonshire,West Dunbartonshire - IZ Thirteen,Dumbarton,598,375,11.31,4411,8,45,4314,8,30,4067,0.1,2919,-0.58,4729,8.59,5218,15.88,3272,257,3532
S01006253,395,West Dunbartonshire,West Dunbartonshire - IZ Twelve,Dumbarton,640,422,56.41,316,34,220,255,27,110,600,1.18,552,1.21,559,26.2,1449,34.22,1333,1555,149
S01006254,395,West Dunbartonshire,West Dunbartonshire - IZ Twelve,Dumbarton,793,528,16.21,3365,11,85,3387,10,50,3620,-0.57,4760,0.04,3096,17.86,2754,44.84,799,193,4230
S01006255,395,West Dunbartonshire,West Dunbartonshire - IZ Thirteen,Dumbarton,948,620,18.04,3068,11,110,3215,11,70,3161,0.1,2932,-0.01,3199,17.64,2797,24.87,2095,564,1564
S01006256,395,West Dunbartonshire,West Dunbartonshire - IZ Twelve,Dumbarton,594,385,44.38,706,27,160,783,24,90,927,1.22,507,1.09,728,36.32,732,19.55,2728,693,1054
S01006257,395,West Dunbartonshire,West Dunbartonshire - IZ Nine,Dumbarton,760,453,26.49,1930,18,140,1810,19,85,1635,0.73,1324,0.01,3165,25.67,1514,12.88,3789,297,3170
S01006258,395,West Dunbartonshire,West Dunbartonshire - IZ Thirteen,Dumbarton,676,405,44.2,712,29,200,558,26,105,633,0.78,1237,0.64,1653,27.88,1279,19.62,2718,1045,420
S01006259,395,West Dunbartonshire,West Dunbartonshire - IZ Thirteen,Dumbarton,660,414,34.69,1248,26,170,865,22,90,1175,0.08,2979,0.8,1279,28.37,1237,17.59,3013,592,1410
S01006260,395,West Dunbartonshire,West Dunbartonshire - IZ Thirteen,Dumbarton,565,352,70.03,104,36,205,186,33,115,255,2.25,24,1.49,265,35.09,787,23.36,2269,2734,36
S01006261,395,West Dunbartonshire,West Dunbartonshire - IZ Thirteen,Dumbarton,791,479,31.33,1485,22,170,1340,18,85,1817,0.75,1290,0.69,1544,24.51,1640,24.35,2155,376,2545
S01006262,395,West Dunbartonshire,West Dunbartonshire - IZ Fourteen,Dumbarton,849,521,33.68,1311,23,195,1174,20,105,1417,1.17,569,0.42,2181,17.01,2958,8.55,4610,544,1629
S01006263,395,West Dunbartonshire,West Dunbartonshire - IZ Fifteen,Dumbarton,811,497,38.82,983,26,205,904,23,115,960,1.23,500,0.38,2266,32.89,912,13.83,3619,546,1620
S01006264,395,West Dunbartonshire,West Dunbartonshire - IZ Fifteen,Dumbarton,890,646,7,5427,2,20,6190,5,35,5156,-1.28,6103,-0.57,4697,5.22,5857,40.03,999,92,5541
S01006265,395,West Dunbartonshire,West Dunbartonshire - IZ Fourteen,Dumbarton,747,517,21.29,2557,12,90,3152,14,75,2495,0.23,2572,0.36,2310,35.52,768,28.46,1727,317,3015
S01006266,395,West Dunbartonshire,West Dunbartonshire - IZ Fifteen,Dumbarton,983,673,34.09,1283,22,220,1244,23,155,1015,0.85,1078,0.78,1344,24.94,1592,5.36,5297,252,3577
S01006267,395,West Dunbartonshire,West Dunbartonshire - IZ Fourteen,Dumbarton,608,415,34.62,1254,23,140,1206,18,75,1732,0.7,1406,1.06,780,27.98,1272,19.45,2750,691,1061
S01006268,395,West Dunbartonshire,West Dunbartonshire - IZ Fourteen,Dumbarton,670,437,24.8,2115,14,90,2769,15,65,2223,0.67,1464,0.5,1994,30.53,1068,23.61,2239,459,2023
S01006269,395,West Dunbartonshire,West Dunbartonshire - IZ Fourteen,Dumbarton,594,362,40.14,915,27,160,747,23,80,980,0.09,2978,1.21,566,35.66,763,24.43,2140,671,1127
S01006270,395,West Dunbartonshire,West Dunbartonshire - IZ Fifteen,Dumbarton,821,524,20.26,2703,14,115,2710,16,85,2130,0.12,2884,0.11,2926,23.05,1796,10.89,4148,398,2394
S01006271,395,West Dunbartonshire,West Dunbartonshire - IZ Fourteen,Dumbarton,655,376,40.29,903,27,175,804,24,90,923,0.97,873,0.93,1029,20.25,2252,9.74,4374,706,1010
S01006272,395,West Dunbartonshire,West Dunbartonshire - IZ Fifteen,Dumbarton,960,599,22.61,2352,16,150,2339,16,95,2019,0.64,1541,0.15,2837,24.09,1677,2.74,5885,318,3000
S01006273,395,West Dunbartonshire,West Dunbartonshire - IZ Fourteen,Dumbarton,576,404,28.82,1700,18,100,1969,18,75,1733,0.3,2389,1.07,760,30.4,1084,20.33,2633,231,3804
S01006274,395,West Dunbartonshire,West Dunbartonshire - IZ Fourteen,Dumbarton,564,321,26.57,1924,19,105,1743,20,65,1455,0.03,3150,0.38,2271,23.14,1782,12.9,3783,580,1486
S01006275,395,West Dunbartonshire,West Dunbartonshire - IZ Sixteen,Dumbarton,912,651,17.59,3138,13,120,2905,9,55,3888,-0.17,3661,0.02,3134,14.23,3689,47.4,712,190,4260
S01006276,395,West Dunbartonshire,West Dunbartonshire - IZ Sixteen,Dumbarton,779,530,26.8,1895,16,125,2283,18,95,1815,0.6,1635,0.56,1857,17.97,2727,12.8,3802,850,701
S01006277,395,West Dunbartonshire,West Dunbartonshire - IZ Fifteen,Dumbarton,694,463,18.16,3048,12,85,3061,12,55,2945,0.32,2339,-0.53,4607,18.52,2592,0.79,6345,1396,202
S01006278,395,West Dunbartonshire,West Dunbartonshire - IZ Sixteen,Dumbarton,977,565,36.03,1160,24,235,1071,21,120,1357,1.49,277,0.18,2753,26.27,1445,1.55,6171,746,907
S01006279,395,West Dunbartonshire,West Dunbartonshire - IZ Sixteen,Dumbarton,1279,806,32.22,1417,20,250,1632,19,155,1557,0.74,1314,0.75,1402,20.02,2289,28.45,1728,585,1461
S01006280,395,West Dunbartonshire,West Dunbartonshire - IZ Sixteen,Dumbarton,690,427,46.92,622,28,195,645,28,115,547,1.69,156,0.45,2114,20.16,2266,8.8,4563,773,851
S01006281,395,West Dunbartonshire,West Dunbartonshire - IZ Seventeen,Dumbarton,716,461,32.73,1377,22,160,1281,20,95,1449,1.16,585,0.4,2223,23.23,1769,13.18,3736,274,3369
S01006282,395,West Dunbartonshire,West Dunbartonshire - IZ Seventeen,Dumbarton,695,400,20.16,2719,15,105,2505,13,55,2753,0.62,1598,0.3,2459,20.63,2167,7.74,4788,74,5788
S01006283,395,West Dunbartonshire,West Dunbartonshire - IZ Seventeen,Dumbarton,669,400,31.23,1493,20,130,1625,22,90,1139,0.83,1121,0.22,2648,18.31,2643,13.54,3682,630,1262
S01006284,395,West Dunbartonshire,West Dunbartonshire - IZ Seventeen,Dumbarton,819,540,27.04,1865,17,140,2069,19,105,1642,0.81,1175,0.38,2259,25.37,1547,11.84,3967,326,2937
S01006285,395,West Dunbartonshire,West Dunbartonshire - IZ Eighteen,Dumbarton,855,571,20.05,2735,15,125,2527,13,75,2808,0.25,2516,-0.33,4095,17.07,2940,23.95,2199,614,1327
S01006286,395,West Dunbartonshire,West Dunbartonshire - IZ Seventeen,Dumbarton,1057,713,24.67,2127,16,165,2354,17,120,1963,0.49,1897,0.2,2702,35.67,761,1.44,6190,1089,380
S01006287,395,West Dunbartonshire,West Dunbartonshire - IZ Seventeen,Dumbarton,615,390,15.88,3432,9,60,3753,10,35,3518,0.03,3141,0.08,3006,10.66,4711,13.37,3704,857,683
S01006288,395,West Dunbartonshire,West Dunbartonshire - IZ Eighteen,Dumbarton,712,426,59.15,256,33,235,319,35,145,177,1.27,470,1.22,550,31.28,1020,25.86,1991,578,1496
S01006289,395,West Dunbartonshire,West Dunbartonshire - IZ Seventeen,Dumbarton,794,501,16.93,3232,12,95,3143,11,55,3349,0.19,2701,-0.26,3894,20.42,2212,13.06,3750,727,954
S01006290,395,West Dunbartonshire,West Dunbartonshire - IZ Eighteen,Dumbarton,913,557,47.53,592,29,270,562,27,150,590,0.96,898,1.06,790,30.5,1073,40.24,992,261,3487
S01006291,395,West Dunbartonshire,West Dunbartonshire - IZ Eighteen,Dumbarton,526,335,51.47,450,26,135,870,32,110,278,0.76,1269,1.53,242,39.5,626,28.64,1718,646,1221
S01006292,395,West Dunbartonshire,West Dunbartonshire - IZ Eighteen,Dumbarton,809,477,11.09,4474,7,60,4388,8,35,4233,-0.54,4693,-0.19,3670,7.42,5443,29.12,1676,101,5431
S01006293,395,West Dunbartonshire,West Dunbartonshire - IZ Eighteen,Dumbarton,874,546,7.19,5388,2,20,6172,5,25,5287,-0.86,5421,-0.83,5347,7.62,5402,44.06,826,82,5664
S01006294,395,West Dunbartonshire,West Dunbartonshire - IZ Eighteen,Drymen,656,404,11.16,4456,7,45,4575,5,25,5146,-0.69,5064,-0.83,5339,16.46,3106,61,398,124,5121
S01006295,400,West Lothian,West Lothian - Breich Valley,Stoneyburn,921,614,18.36,3010,12,110,3082,9,55,3825,0.08,2999,-0.17,3627,13.92,3792,52.71,574,348,2755
S01006296,400,West Lothian,West Lothian - West Calder,West Calder,1041,684,9.21,4910,4,45,5418,5,30,5435,-0.54,4691,-0.81,5314,5.88,5736,51.45,597,188,4296
S01006297,400,West Lothian,West Lothian - Fauldhouse,Fauldhouse,707,458,24.41,2154,15,105,2470,18,80,1749,0.14,2823,0.77,1357,25.46,1538,10.83,4166,352,2719
S01006298,400,West Lothian,West Lothian - Fauldhouse,Fauldhouse,1030,674,14.34,3761,10,100,3645,10,65,3574,0.16,2766,0.01,3158,16.31,3140,13.73,3641,164,4592
S01006299,400,West Lothian,West Lothian - Fauldhouse,Fauldhouse,754,456,37.93,1039,26,200,836,24,110,887,0.95,915,0.71,1488,17.41,2849,3.76,5647,551,1599
S01006300,400,West Lothian,West Lothian - Fauldhouse,Fauldhouse,765,435,37.8,1044,24,185,1063,25,105,782,1,821,0.7,1506,19.84,2332,5.95,5177,555,1584
S01006301,400,West Lothian,West Lothian - Fauldhouse,Fauldhouse,658,396,38.77,987,21,135,1456,25,100,734,0.56,1737,1.4,351,22.68,1834,2.76,5876,792,806
