Data Zone,Local Authority Code,Police Force Area,SIMD Crime 2012 rank,SIMD Crime 2012 count,"SIMD Crimes per 10,000 total population",,Notes
S01000810,130,Strathclyde,4868,12,141,,
S01003007,250,Fife,4869,11,141,,
S01003616,260,Strathclyde,4870,14,141,,
S01000325,110,Grampian,4871,18,141,,
S01004991,340,Tayside,4872,8,141,,
S01004831,320,Strathclyde,4873,12,141,,
S01002936,250,Fife,4874,10,140,,
S01002858,250,Fife,4875,9,140,,
S01001148,180,Tayside,4876,10,140,,
S01000672,120,Tayside,4877,9,140,,
S01001337,190,Strathclyde,4878,11,140,,
S01002591,250,Fife,4879,8,140,,
S01002413,240,Central,4880,9,140,,
S01001641,210,Lothian and Borders,4881,21,140,,
S01004307,300,Grampian,4882,14,140,,
S01006309,400,Lothian and Borders,4883,15,140,,
S01000711,130,Strathclyde,4884,8,140,,
S01001336,190,Strathclyde,4885,11,140,,
S01000006,100,Grampian,4886,9,140,,
S01000016,100,Grampian,4887,10,140,,
S01004691,320,Strathclyde,4888,10,140,,
S01006251,395,Strathclyde,4889,8,140,,
S01004383,310,Strathclyde,4890,11,140,,
S01000820,130,Strathclyde,4891,8,140,,
S01002670,250,Fife,4892,9,139,,
S01001366,190,Strathclyde,4893,13,139,,
S01005803,380,Strathclyde,4894,10,139,,
S01000309,110,Grampian,4895,15,139,,
S01004721,320,Strathclyde,4896,8,139,,
S01002917,250,Fife,4897,8,139,,
S01000274,110,Grampian,4898,9,139,,
S01004513,310,Strathclyde,4899,7,139,,
S01000291,110,Grampian,4900,12,139,,
S01003749,270,Northern,4901,11,139,,
S01002954,250,Fife,4902,12,139,,
S01000798,130,Strathclyde,4903,7,139,,
S01001918,230,Lothian and Borders,4904,13,139,,
S01004161,290,Lothian and Borders,4905,8,139,,
S01006073,390,Central,4906,7,139,,
S01002681,250,Fife,4907,10,139,,
S01006179,395,Strathclyde,4908,11,139,,
S01005237,350,Strathclyde,4909,13,139,,
S01005118,340,Tayside,4910,12,139,,
S01003570,260,Strathclyde,4911,13,139,,
S01004470,310,Strathclyde,4912,9,139,,
S01006146,390,Central,4913,12,139,,
S01004165,290,Lothian and Borders,4914,13,139,,
S01005477,355,Lothian and Borders,4915,13,139,,
S01004352,310,Strathclyde,4916,8,138,,
S01001752,220,Strathclyde,4917,14,138,,
S01001685,220,Strathclyde,4918,9,138,,
S01000940,170,Dumfries & Galloway,4919,11,138,,
S01000533,110,Grampian,4920,10,138,,
S01000365,110,Grampian,4921,26,138,,
S01004117,280,Strathclyde,4922,10,138,,
S01000252,100,Grampian,4923,11,138,,
S01003503,260,Strathclyde,4924,9,138,,
S01000955,170,Dumfries & Galloway,4925,8,138,,
S01005433,355,Lothian and Borders,4926,12,138,,
S01001586,210,Lothian and Borders,4927,6,138,,
S01001835,230,Lothian and Borders,4928,10,138,,
S01004401,310,Strathclyde,4929,16,138,,
S01002720,250,Fife,4930,10,138,,
S01005847,380,Strathclyde,4931,10,138,,
S01001314,190,Strathclyde,4932,10,138,,
S01000068,100,Grampian,4933,12,138,,
S01005303,350,Strathclyde,4934,12,138,,
S01005618,370,Strathclyde,4935,8,137,,
S01005657,370,Strathclyde,4936,8,137,,
S01004120,280,Strathclyde,4937,10,137,,
S01002283,230,Lothian and Borders,4938,10,137,,
S01000697,120,Tayside,4939,11,137,,
S01006370,400,Lothian and Borders,4940,15,137,,
S01001179,180,Tayside,4941,12,137,,
S01004529,320,Strathclyde,4942,11,137,,
S01003252,260,Strathclyde,4943,8,137,,
S01003875,270,Northern,4944,9,137,,
S01002405,240,Central,4945,9,137,,
S01002739,250,Fife,4946,10,137,,
S01002083,230,Lothian and Borders,4947,7,137,,
S01003975,270,Northern,4948,10,137,,
S01000281,110,Grampian,4949,9,137,,
S01006340,400,Lothian and Borders,4950,9,137,,
S01004238,300,Grampian,4951,8,136,,
S01003022,250,Fife,4952,13,136,,
S01001787,220,Strathclyde,4953,8,136,,
S01004262,300,Grampian,4954,11,136,,
S01002271,230,Lothian and Borders,4955,11,136,,
S01004293,300,Grampian,4956,11,136,,
S01000451,110,Grampian,4957,12,136,,
S01000700,120,Tayside,4958,10,136,,
S01002957,250,Fife,4959,12,136,,
S01004408,310,Strathclyde,4960,19,136,,
S01000664,120,Tayside,4961,11,136,,
S01003947,270,Northern,4962,8,136,,
S01005039,340,Tayside,4963,14,136,,
S01001896,230,Lothian and Borders,4964,11,136,,
S01005882,380,Strathclyde,4965,18,136,,
S01001160,180,Tayside,4966,7,135,,
S01000808,130,Strathclyde,4967,10,135,,
S01003771,270,Northern,4968,10,135,,
S01002349,235,Northern,4969,12,135,,
S01002480,240,Central,4970,7,135,,
S01001798,230,Lothian and Borders,4971,10,135,,
S01000677,120,Tayside,4972,11,135,,
S01000411,110,Grampian,4973,9,135,,
S01006460,400,Lothian and Borders,4974,7,135,,
S01000284,110,Grampian,4975,17,135,,
S01003895,270,Northern,4976,10,135,,
S01000524,110,Grampian,4977,9,135,,
S01002508,240,Central,4978,11,134,,
S01005442,355,Lothian and Borders,4979,22,134,,
S01000320,110,Grampian,4980,9,134,,
S01005524,370,Strathclyde,4981,11,134,,
S01001291,190,Strathclyde,4982,7,134,,
S01002943,250,Fife,4983,9,134,,
S01001286,190,Strathclyde,4984,8,134,,
S01003323,260,Strathclyde,4985,10,134,,
S01000421,110,Grampian,4986,10,134,,
S01000954,170,Dumfries & Galloway,4987,13,134,,
S01004385,310,Strathclyde,4988,10,134,,
S01000385,110,Grampian,4989,8,134,,
S01000121,100,Grampian,4990,10,134,,
S01000861,150,Central,4991,8,134,,
S01000788,130,Strathclyde,4992,9,134,,
S01000420,110,Grampian,4993,17,134,,
S01002148,230,Lothian and Borders,4994,12,134,,
S01002940,250,Fife,4995,9,134,,
S01005818,380,Strathclyde,4996,11,134,,
S01005684,380,Strathclyde,4997,16,134,,
S01001538,200,Strathclyde,4998,11,134,,
S01005106,340,Tayside,4999,7,133,,
S01000367,110,Grampian,5000,11,133,,
S01005999,380,Strathclyde,5001,17,133,,
S01000123,100,Grampian,5002,9,133,,
S01004233,300,Grampian,5003,8,133,,
S01001436,200,Strathclyde,5004,13,133,,
S01005839,380,Strathclyde,5005,10,133,,
S01002650,250,Fife,5006,9,133,,
S01005305,350,Strathclyde,5007,10,133,,
S01002642,250,Fife,5008,8,133,,
S01006454,400,Lothian and Borders,5009,7,132,,
S01006446,400,Lothian and Borders,5010,11,132,,
S01000704,120,Tayside,5011,11,132,,
S01005035,340,Tayside,5012,16,132,,
S01002336,230,Lothian and Borders,5013,13,132,,
S01002857,250,Fife,5014,7,132,,
S01005562,370,Strathclyde,5015,13,132,,
S01005147,340,Tayside,5016,14,132,,
S01004472,310,Strathclyde,5017,9,132,,
S01001559,210,Lothian and Borders,5018,6,132,,
S01000046,100,Grampian,5019,10,132,,
S01002570,240,Central,5020,8,132,,
S01005976,380,Strathclyde,5021,10,132,,
S01003740,270,Northern,5022,9,132,,
S01002690,250,Fife,5023,7,132,,
S01005113,340,Tayside,5024,14,131,,
S01004918,320,Strathclyde,5025,9,131,,
S01005444,355,Lothian and Borders,5026,16,131,,
S01004273,300,Grampian,5027,8,131,,
S01003258,260,Strathclyde,5028,10,131,,
S01006078,390,Central,5029,14,131,,
S01004171,290,Lothian and Borders,5030,8,131,,
S01000370,110,Grampian,5031,18,131,,
S01000099,100,Grampian,5032,11,131,,
S01001913,230,Lothian and Borders,5033,12,130,,
S01002735,250,Fife,5034,14,130,,
S01005733,380,Strathclyde,5035,11,130,,
S01005571,370,Strathclyde,5036,9,130,,
S01002594,250,Fife,5037,9,130,,
S01001458,200,Strathclyde,5038,11,130,,
S01004690,320,Strathclyde,5039,7,130,,
S01000243,100,Grampian,5040,8,130,,
S01003776,270,Northern,5041,8,130,,
S01005887,380,Strathclyde,5042,6,130,,
S01001596,210,Lothian and Borders,5043,10,129,,
S01005347,350,Strathclyde,5044,9,129,,
S01005042,340,Tayside,5045,10,129,,
S01005886,380,Strathclyde,5046,10,129,,
S01002422,240,Central,5047,7,129,,
S01004313,300,Grampian,5048,17,129,,
S01004108,280,Strathclyde,5049,10,129,,
S01002558,240,Central,5050,6,129,,
S01002009,230,Lothian and Borders,5051,11,129,,
S01005935,380,Strathclyde,5052,8,129,,
S01005244,350,Strathclyde,5053,13,129,,
S01005666,370,Strathclyde,5054,16,129,,
S01002393,240,Central,5055,11,129,,
S01002695,250,Fife,5056,8,129,,
S01001464,200,Strathclyde,5057,11,129,,
S01004697,320,Strathclyde,5058,10,129,,
S01006103,390,Central,5059,8,129,,
S01001116,180,Tayside,5060,6,128,,
S01000104,100,Grampian,5061,12,128,,
S01001569,210,Lothian and Borders,5062,9,128,,
S01000275,110,Grampian,5063,16,128,,
S01005394,355,Lothian and Borders,5064,12,128,,
S01003988,270,Northern,5065,6,128,,
S01000003,100,Grampian,5066,10,128,,
S01000440,110,Grampian,5067,14,128,,
S01005422,355,Lothian and Borders,5068,13,128,,
S01002332,230,Lothian and Borders,5069,11,128,,
S01001043,170,Dumfries & Galloway,5070,8,128,,
S01001873,230,Lothian and Borders,5071,10,128,,
S01005008,340,Tayside,5072,19,128,,
S01002683,250,Fife,5073,8,128,,
S01002948,250,Fife,5074,10,128,,
S01003814,270,Northern,5075,10,128,,
S01006400,400,Lothian and Borders,5076,18,128,,
S01003965,270,Northern,5077,9,128,,
S01003721,270,Northern,5078,11,128,,
S01005074,340,Tayside,5079,15,128,,
S01001063,170,Dumfries & Galloway,5080,11,127,,
S01002276,230,Lothian and Borders,5081,11,127,,
S01005099,340,Tayside,5082,10,127,,
S01000952,170,Dumfries & Galloway,5083,11,127,,
S01004145,290,Lothian and Borders,5084,8,127,,
S01000832,130,Strathclyde,5085,13,127,,
S01004086,280,Strathclyde,5086,10,127,,
S01002269,230,Lothian and Borders,5087,11,127,,
S01005336,350,Strathclyde,5088,7,126,,
S01001038,170,Dumfries & Galloway,5089,12,126,,
S01000369,110,Grampian,5090,12,126,,
S01003785,270,Northern,5091,10,126,,
S01005145,340,Tayside,5092,10,126,,
S01001060,170,Dumfries & Galloway,5093,9,126,,
S01003520,260,Strathclyde,5094,9,126,,
S01004622,320,Strathclyde,5095,13,126,,
S01004023,280,Strathclyde,5096,7,126,,
S01005128,340,Tayside,5097,12,125,,
S01004969,330,Northern,5098,12,125,,
S01006347,400,Lothian and Borders,5099,7,125,,
S01003874,270,Northern,5100,11,125,,
S01000993,170,Dumfries & Galloway,5101,10,125,,
S01001694,220,Strathclyde,5102,8,125,,
S01001942,230,Lothian and Borders,5103,8,125,,
S01002077,230,Lothian and Borders,5104,10,125,,
S01001657,210,Lothian and Borders,5105,7,125,,
S01005082,340,Tayside,5106,9,125,,
S01004111,280,Strathclyde,5107,10,125,,
S01000817,130,Strathclyde,5108,11,124,,
S01000984,170,Dumfries & Galloway,5109,8,124,,
S01003810,270,Northern,5110,11,124,,
S01002491,240,Central,5111,6,124,,
S01000644,120,Tayside,5112,8,124,,
S01006056,380,Strathclyde,5113,12,124,,
S01000089,100,Grampian,5114,12,124,,
S01002136,230,Lothian and Borders,5115,11,124,,
S01001687,220,Strathclyde,5116,12,124,,
S01001853,230,Lothian and Borders,5117,9,124,,
S01001303,190,Strathclyde,5118,8,124,,
S01001990,230,Lothian and Borders,5119,12,124,,
S01000419,110,Grampian,5120,16,124,,
S01006294,395,Strathclyde,5121,8,124,,
S01003552,260,Strathclyde,5122,11,123,,
S01002689,250,Fife,5123,10,123,,
S01003782,270,Northern,5124,8,123,,
S01001661,210,Lothian and Borders,5125,9,123,,
S01005134,340,Tayside,5126,11,123,,
S01000248,100,Grampian,5127,9,123,,
S01002146,230,Lothian and Borders,5128,12,123,,
S01003888,270,Northern,5129,18,123,,
S01002082,230,Lothian and Borders,5130,11,123,,
S01001409,190,Strathclyde,5131,11,123,,
S01005447,355,Lothian and Borders,5132,11,122,,
S01000004,100,Grampian,5133,8,122,,
S01001866,230,Lothian and Borders,5134,8,122,,
S01000117,100,Grampian,5135,12,122,,
S01002636,250,Fife,5136,7,122,,
S01002395,240,Central,5137,8,122,,
S01006162,390,Central,5138,7,122,,
S01001410,190,Strathclyde,5139,12,122,,
S01002390,240,Central,5140,13,122,,
S01005018,340,Tayside,5141,7,122,,
S01001609,210,Lothian and Borders,5142,10,122,,
S01003554,260,Strathclyde,5143,9,122,,
S01000227,100,Grampian,5144,14,122,,
S01006228,395,Strathclyde,5145,9,122,,
S01003958,270,Northern,5146,10,121,,
S01003224,260,Strathclyde,5147,8,121,,
S01005901,380,Strathclyde,5148,10,121,,
S01005223,350,Strathclyde,5149,8,121,,
S01004951,330,Northern,5150,8,121,,
S01004942,320,Strathclyde,5151,11,121,,
S01004234,300,Grampian,5152,12,121,,
S01000452,110,Grampian,5153,7,121,,
S01005983,380,Strathclyde,5154,11,121,,
S01002002,230,Lothian and Borders,5155,11,121,,
S01000602,120,Tayside,5156,9,121,,
S01000878,150,Central,5157,7,121,,
S01005317,350,Strathclyde,5158,6,121,,
S01002567,240,Central,5159,25,121,,
S01006013,380,Strathclyde,5160,7,121,,
S01004970,330,Northern,5161,10,121,,
S01001434,200,Strathclyde,5162,11,121,,
S01002952,250,Fife,5163,7,121,,
S01002054,230,Lothian and Borders,5164,9,121,,
S01004732,320,Strathclyde,5165,9,120,,
S01003863,270,Northern,5166,9,120,,
S01002769,250,Fife,5167,8,120,,
S01001541,200,Strathclyde,5168,10,120,,
S01006052,380,Strathclyde,5169,9,120,,
S01000283,110,Grampian,5170,11,120,,
S01000858,150,Central,5171,11,120,,
S01003209,260,Strathclyde,5172,7,120,,
S01002113,230,Lothian and Borders,5173,8,120,,
S01004397,310,Strathclyde,5174,10,120,,
S01002485,240,Central,5175,9,120,,
S01004527,310,Strathclyde,5176,7,120,,
S01005905,380,Strathclyde,5177,8,120,,
S01003061,260,Strathclyde,5178,9,119,,
S01004597,320,Strathclyde,5179,6,119,,
S01006026,380,Strathclyde,5180,9,119,,
S01002020,230,Lothian and Borders,5181,6,119,,
S01003870,270,Northern,5182,12,119,,
S01005643,370,Strathclyde,5183,7,119,,
S01001515,200,Strathclyde,5184,8,119,,
S01005383,355,Lothian and Borders,5185,8,119,,
S01006156,390,Central,5186,7,119,,
S01005700,380,Strathclyde,5187,7,119,,
S01001456,200,Strathclyde,5188,8,119,,
S01005453,355,Lothian and Borders,5189,11,119,,
S01003569,260,Strathclyde,5190,8,119,,
S01005337,350,Strathclyde,5191,11,119,,
S01006488,400,Lothian and Borders,5192,8,118,,
S01002055,230,Lothian and Borders,5193,11,118,,
S01004259,300,Grampian,5194,8,118,,
S01002665,250,Fife,5195,9,118,,
S01004298,300,Grampian,5196,14,118,,
S01000762,130,Strathclyde,5197,7,118,,
S01001498,200,Strathclyde,5198,8,118,,
S01005032,340,Tayside,5199,10,118,,
S01005438,355,Lothian and Borders,5200,11,118,,
S01002867,250,Fife,5201,6,118,,
S01001581,210,Lothian and Borders,5202,8,118,,
S01004151,290,Lothian and Borders,5203,11,117,,
S01003539,260,Strathclyde,5204,11,117,,
S01000344,110,Grampian,5205,13,117,,
S01005498,360,Northern,5206,9,117,,
S01001476,200,Strathclyde,5207,12,117,,
S01000910,170,Dumfries & Galloway,5208,9,117,,
S01000333,110,Grampian,5209,12,117,,
S01001457,200,Strathclyde,5210,10,117,,
S01004103,280,Strathclyde,5211,8,117,,
S01004277,300,Grampian,5212,8,117,,
S01005705,380,Strathclyde,5213,11,117,,
S01005484,355,Lothian and Borders,5214,6,117,,
S01001670,220,Strathclyde,5215,8,117,,
S01004911,320,Strathclyde,5216,13,117,,
S01003893,270,Northern,5217,8,117,,
S01004578,320,Strathclyde,5218,10,117,,
S01000330,110,Grampian,5219,15,117,,
S01000067,100,Grampian,5220,11,116,,
S01000388,110,Grampian,5221,13,116,,
S01001496,200,Strathclyde,5222,10,116,,
S01002946,250,Fife,5223,11,116,,
S01005414,355,Lothian and Borders,5224,12,116,,
S01001938,230,Lothian and Borders,5225,8,116,,
S01002411,240,Central,5226,29,116,,
S01005485,355,Lothian and Borders,5227,10,116,,
S01001474,200,Strathclyde,5228,11,116,,
S01006068,390,Central,5229,6,116,,
S01003831,270,Northern,5230,6,116,,
S01006417,400,Lothian and Borders,5231,9,116,,
S01001447,200,Strathclyde,5232,15,116,,
S01001673,220,Strathclyde,5233,7,116,,
S01004405,310,Strathclyde,5234,9,116,,
S01000616,120,Tayside,5235,15,116,,
S01001211,180,Tayside,5236,11,115,,
S01006336,400,Lothian and Borders,5237,13,115,,
S01000742,130,Strathclyde,5238,6,115,,
S01001816,230,Lothian and Borders,5239,12,115,,
S01004203,290,Lothian and Borders,5240,9,115,,
S01003869,270,Northern,5241,9,115,,
S01005727,380,Strathclyde,5242,12,115,,
S01001564,210,Lothian and Borders,5243,6,115,,
S01006155,390,Central,5244,9,115,,
S01005557,370,Strathclyde,5245,8,114,,
S01006423,400,Lothian and Borders,5246,7,114,,
S01004790,320,Strathclyde,5247,8,114,,
S01000383,110,Grampian,5248,12,114,,
S01004924,320,Strathclyde,5249,8,114,,
S01004213,290,Lothian and Borders,5250,7,114,,
S01001901,230,Lothian and Borders,5251,10,114,,
S01001143,180,Tayside,5252,9,114,,
S01001155,180,Tayside,5253,7,114,,
S01001796,230,Lothian and Borders,5254,9,114,,
S01002686,250,Fife,5255,18,114,,
S01001439,200,Strathclyde,5256,8,114,,
S01002678,250,Fife,5257,12,114,,
S01005015,340,Tayside,5258,7,114,,
S01000989,170,Dumfries & Galloway,5259,9,114,,
S01001667,210,Lothian and Borders,5260,9,114,,
S01005193,350,Strathclyde,5261,9,114,,
S01003813,270,Northern,5262,10,113,,
S01001746,220,Strathclyde,5263,12,113,,
S01004339,300,Grampian,5264,10,113,,
S01006048,380,Strathclyde,5265,9,113,,
S01005024,340,Tayside,5266,10,113,,
S01005081,340,Tayside,5267,7,113,,
S01004866,320,Strathclyde,5268,9,113,,
S01001315,190,Strathclyde,5269,11,113,,
S01002186,230,Lothian and Borders,5270,9,113,,
S01001567,210,Lothian and Borders,5271,10,113,,
S01004570,320,Strathclyde,5272,7,113,,
S01002606,250,Fife,5273,6,113,,
S01002343,235,Northern,5274,8,113,,
S01004137,290,Lothian and Borders,5275,6,113,,
S01002962,250,Fife,5276,7,113,,
S01005680,380,Strathclyde,5277,10,113,,
S01005028,340,Tayside,5278,10,112,,
S01003777,270,Northern,5279,12,112,,
S01005658,370,Strathclyde,5280,9,112,,
S01003953,270,Northern,5281,7,112,,
S01001422,190,Strathclyde,5282,7,112,,
S01000424,110,Grampian,5283,7,112,,
S01001681,220,Strathclyde,5284,7,112,,
S01003969,270,Northern,5285,9,112,,
S01004972,330,Northern,5286,9,112,,
S01001097,180,Tayside,5287,7,112,,
S01001406,190,Strathclyde,5288,24,112,,
S01003948,270,Northern,5289,8,112,,
S01001157,180,Tayside,5290,8,112,,
S01006160,390,Central,5291,9,112,,
S01000911,170,Dumfries & Galloway,5292,11,112,,
S01001924,230,Lothian and Borders,5293,9,112,,
S01002710,250,Fife,5294,8,111,,
S01001700,220,Strathclyde,5295,11,111,,
S01003676,260,Strathclyde,5296,11,111,,
S01003004,250,Fife,5297,5,111,,
S01000417,110,Grampian,5298,12,111,,
S01002383,240,Central,5299,6,111,,
S01001375,190,Strathclyde,5300,7,111,,
S01005022,340,Tayside,5301,7,111,,
S01005561,370,Strathclyde,5302,9,111,,
S01000398,110,Grampian,5303,24,111,,
S01002949,250,Fife,5304,6,111,,
S01003018,250,Fife,5305,9,111,,
S01000495,110,Grampian,5306,9,111,,
S01006407,400,Lothian and Borders,5307,7,111,,
S01004200,290,Lothian and Borders,5308,8,111,,
S01004514,310,Strathclyde,5309,6,111,,
S01002417,240,Central,5310,7,111,,
S01002576,250,Fife,5311,8,110,,
S01003784,270,Northern,5312,15,110,,
S01001933,230,Lothian and Borders,5313,10,110,,
S01000713,130,Strathclyde,5314,8,110,,
S01005334,350,Strathclyde,5315,12,110,,
S01000528,110,Grampian,5316,10,110,,
S01000671,120,Tayside,5317,6,110,,
S01001485,200,Strathclyde,5318,7,110,,
S01005895,380,Strathclyde,5319,6,110,,
S01004500,310,Strathclyde,5320,8,110,,
S01005509,360,Northern,5321,8,110,,
S01005655,370,Strathclyde,5322,11,110,,
S01000583,120,Tayside,5323,10,110,,
S01004845,320,Strathclyde,5324,8,110,,
S01001801,230,Lothian and Borders,5325,12,110,,
S01001134,180,Tayside,5326,10,110,,
S01004716,320,Strathclyde,5327,9,110,,
S01001655,210,Lothian and Borders,5328,6,110,,
S01002633,250,Fife,5329,10,109,,
S01001489,200,Strathclyde,5330,11,109,,
S01001044,170,Dumfries & Galloway,5331,11,109,,
S01000288,110,Grampian,5332,9,109,,
S01000441,110,Grampian,5333,9,109,,
S01005996,380,Strathclyde,5334,10,109,,
S01001976,230,Lothian and Borders,5335,8,109,,
S01005168,350,Strathclyde,5336,9,109,,
S01003798,270,Northern,5337,9,109,,
S01002719,250,Fife,5338,8,109,,
S01004706,320,Strathclyde,5339,16,109,,
S01000349,110,Grampian,5340,6,108,,
S01006166,390,Central,5341,10,108,,
S01003719,270,Northern,5342,6,108,,
S01004242,300,Grampian,5343,9,108,,
S01005344,350,Strathclyde,5344,8,108,,
S01000018,100,Grampian,5345,5,108,,
S01001726,220,Strathclyde,5346,7,108,,
S01002295,230,Lothian and Borders,5347,8,108,,
S01001927,230,Lothian and Borders,5348,10,108,,
S01000753,130,Strathclyde,5349,6,108,,
S01000402,110,Grampian,5350,8,108,,
S01001068,170,Dumfries & Galloway,5351,10,108,,
S01004980,340,Tayside,5352,11,108,,
S01000801,130,Strathclyde,5353,8,108,,
S01000538,110,Grampian,5354,8,108,,
S01000007,100,Grampian,5355,9,108,,
S01002527,240,Central,5356,8,107,,
S01003843,270,Northern,5357,10,107,,
S01001930,230,Lothian and Borders,5358,8,107,,
S01002203,230,Lothian and Borders,5359,6,107,,
S01001158,180,Tayside,5360,6,107,,
S01000428,110,Grampian,5361,7,107,,
S01001794,230,Lothian and Borders,5362,9,107,,
S01000537,110,Grampian,5363,10,106,,
S01003591,260,Strathclyde,5364,15,106,,
S01002386,240,Central,5365,11,106,,
S01004350,310,Strathclyde,5366,7,106,,
S01000901,170,Dumfries & Galloway,5367,7,106,,
S01002619,250,Fife,5368,8,106,,
S01000409,110,Grampian,5369,6,106,,
S01000339,110,Grampian,5370,12,106,,
S01003066,260,Strathclyde,5371,9,106,,
S01001448,200,Strathclyde,5372,8,106,,
S01005140,340,Tayside,5373,7,106,,
S01000953,170,Dumfries & Galloway,5374,9,106,,
S01001284,190,Strathclyde,5375,10,105,,
S01000719,130,Strathclyde,5376,6,105,,
S01003720,270,Northern,5377,11,105,,
S01005960,380,Strathclyde,5378,6,105,,
S01000313,110,Grampian,5379,7,105,,
S01004950,330,Northern,5380,8,105,,
S01003842,270,Northern,5381,7,105,,
S01004884,320,Strathclyde,5382,6,105,,
S01000446,110,Grampian,5383,10,105,,
S01004404,310,Strathclyde,5384,7,105,,
S01002904,250,Fife,5385,7,105,,
S01002970,250,Fife,5386,6,105,,
S01000366,110,Grampian,5387,20,105,,
S01000336,110,Grampian,5388,15,104,,
S01004316,300,Grampian,5389,,,,
S01001002,170,Dumfries & Galloway,5390,6,104,,
S01005459,355,Lothian and Borders,5391,9,104,,
S01005654,370,Strathclyde,5392,8,104,,
S01000898,170,Dumfries & Galloway,5393,6,104,,
S01000892,150,Central,5394,7,104,,
S01005415,355,Lothian and Borders,5395,9,104,,
S01002260,230,Lothian and Borders,5396,9,103,,
S01002998,250,Fife,5397,8,103,,
S01000917,170,Dumfries & Galloway,5398,6,103,,
S01001774,220,Strathclyde,5399,7,103,,
S01001460,200,Strathclyde,5400,7,103,,
S01005090,340,Tayside,5401,8,103,,
S01000880,150,Central,5402,8,103,,
S01003857,270,Northern,5403,7,103,,
S01006346,400,Lothian and Borders,5404,6,103,,
S01000670,120,Tayside,5405,6,103,,
S01001501,200,Strathclyde,5406,8,102,,
S01000143,100,Grampian,5407,7,102,,
S01003027,260,Strathclyde,5408,11,102,,
S01002412,240,Central,5409,9,102,,
S01001483,200,Strathclyde,5410,10,102,,
S01000636,120,Tayside,5411,5,102,,
S01000426,110,Grampian,5412,8,102,,
S01001491,200,Strathclyde,5413,8,102,,
S01006151,390,Central,5414,23,102,,
S01003001,250,Fife,5415,6,102,,
S01006368,400,Lothian and Borders,5416,8,102,,
S01004022,280,Strathclyde,5417,8,102,,
S01001717,220,Strathclyde,5418,8,102,,
S01006235,395,Strathclyde,5419,7,102,,
S01005838,380,Strathclyde,5420,7,102,,
S01005103,340,Tayside,5421,12,101,,
S01001214,180,Tayside,5422,7,101,,
S01000594,120,Tayside,5423,13,101,,
S01000725,130,Strathclyde,5424,7,101,,
S01000009,100,Grampian,5425,7,101,,
S01005298,350,Strathclyde,5426,10,101,,
S01001819,230,Lothian and Borders,5427,10,101,,
S01006335,400,Lothian and Borders,5428,8,101,,
S01001551,210,Lothian and Borders,5429,9,101,,
S01004453,310,Strathclyde,5430,9,101,,
S01006292,395,Strathclyde,5431,8,101,,
S01002032,230,Lothian and Borders,5432,9,101,,
S01001362,190,Strathclyde,5433,6,101,,
S01000076,100,Grampian,5434,8,101,,
S01000354,110,Grampian,5435,14,101,,
S01002373,235,Northern,5436,6,100,,
S01001420,190,Strathclyde,5437,11,100,,
S01002019,230,Lothian and Borders,5438,10,100,,
S01001849,230,Lothian and Borders,5439,6,100,,
S01000709,120,Tayside,5440,10,100,,
S01002001,230,Lothian and Borders,5441,8,100,,
S01004017,280,Strathclyde,5442,9,100,,
S01001278,190,Strathclyde,5443,5,100,,
S01003260,260,Strathclyde,5444,7,100,,
S01005027,340,Tayside,5445,8,100,,
S01005386,355,Lothian and Borders,5446,6,100,,
S01004907,320,Strathclyde,5447,8,100,,
S01000714,130,Strathclyde,5448,10,100,,
S01005346,350,Strathclyde,5449,7,100,,
S01006316,400,Lothian and Borders,5450,8,100,,
S01000811,130,Strathclyde,5451,8,100,,
S01001844,230,Lothian and Borders,5452,26,100,,
S01005652,370,Strathclyde,5453,7,100,,
S01002951,250,Fife,5454,9,100,,
S01005491,355,Lothian and Borders,5455,11,99,,
S01006085,390,Central,5456,7,99,,
S01005392,355,Lothian and Borders,5457,9,99,,
S01000641,120,Tayside,5458,8,99,,
S01004009,270,Northern,5459,7,99,,
S01000864,150,Central,5460,11,99,,
S01002880,250,Fife,5461,5,99,,
S01006391,400,Lothian and Borders,5462,12,99,,
S01003779,270,Northern,5463,5,99,,
S01005420,355,Lothian and Borders,5464,7,99,,
S01002806,250,Fife,5465,22,99,,
S01000574,120,Tayside,5466,7,99,,
S01002034,230,Lothian and Borders,5467,12,98,,
S01002280,230,Lothian and Borders,5468,8,98,,
S01000051,100,Grampian,5469,8,98,,
S01003966,270,Northern,5470,10,98,,
S01001469,200,Strathclyde,5471,7,98,,
S01001621,210,Lothian and Borders,5472,7,98,,
S01004535,320,Strathclyde,5473,7,98,,
S01001418,190,Strathclyde,5474,8,98,,
S01004981,340,Tayside,5475,10,98,,
S01002089,230,Lothian and Borders,5476,9,98,,
S01001968,230,Lothian and Borders,5477,9,98,,
S01004660,320,Strathclyde,5478,7,98,,
S01001767,220,Strathclyde,5479,6,98,,
S01003968,270,Northern,5480,9,98,,
S01002641,250,Fife,5481,9,97,,
S01005117,340,Tayside,5482,10,97,,
S01002387,240,Central,5483,7,97,,
S01000983,170,Dumfries & Galloway,5484,5,97,,
S01001709,220,Strathclyde,5485,6,97,,
S01002847,250,Fife,5486,9,96,,
S01002912,250,Fife,5487,12,96,,
S01004990,340,Tayside,5488,5,96,,
S01000643,120,Tayside,5489,6,96,,
S01000280,110,Grampian,5490,7,96,,
S01000599,120,Tayside,5491,11,96,,
